order_id,customer_id,product,region,channel,order_date,year,revenue
589,CUST024,samsung,europe,retail,2024-07-25,2022,1498
592,CUST046,oneplus,europe,retail,2021-05-11,2022,1010
597,CUST015,pixel,europe,partner,2023-05-26,2022,1025
598,CUST020,iphone,south_america,retail,2022-09-17,2022,1264
605,CUST047,oneplus,asia,retail,2023-06-20,2022,1103
610,CUST011,pixel,asia,online,2021-02-15,2022,1220
614,CUST031,iphone,south_america,retail,2023-07-18,2022,1036
626,CUST043,iphone,asia,partner,2021-07-11,2022,1255
627,CUST013,xiaomi,south_america,partner,2022-04-15,2022,1452
629,CUST001,oneplus,asia,online,2023-02-25,2022,526
640,CUST002,pixel,north_america,retail,2021-04-20,2022,1277
647,CUST008,pixel,asia,online,2021-02-17,2022,435
649,CUST007,pixel,asia,partner,2021-02-12,2022,411
650,CUST008,iphone,north_america,retail,2024-03-19,2022,1424
653,CUST027,samsung,south_america,online,2023-01-19,2022,1493
656,CUST028,pixel,south_america,partner,2023-03-14,2022,873
657,CUST024,xiaomi,north_america,online,2023-01-28,2022,1407
659,CUST031,pixel,asia,online,2021-02-11,2022,1117
660,CUST050,xiaomi,asia,partner,2022-09-12,2022,740
661,CUST007,pixel,south_america,partner,2023-06-20,2022,573
663,CUST008,pixel,europe,partner,2023-06-25,2022,713
674,CUST009,oneplus,north_america,retail,2023-01-25,2022,1371
678,CUST038,iphone,north_america,online,2024-08-20,2022,1487
679,CUST025,xiaomi,asia,partner,2022-09-23,2022,1218
680,CUST029,iphone,south_america,partner,2023-08-25,2022,1436
685,CUST047,oneplus,south_america,online,2023-06-28,2022,856
690,CUST003,samsung,north_america,retail,2021-01-24,2022,869
694,CUST040,samsung,europe,partner,2022-07-15,2022,946
696,CUST026,oneplus,europe,online,2021-08-18,2022,1259
705,CUST047,samsung,south_america,online,2023-05-17,2022,1132
706,CUST031,pixel,asia,partner,2021-09-18,2022,681
708,CUST045,pixel,asia,partner,2023-01-18,2022,1198
728,CUST036,oneplus,south_america,partner,2022-02-11,2022,1495
737,CUST049,samsung,south_america,retail,2022-06-24,2022,1279
744,CUST001,oneplus,south_america,partner,2021-06-20,2022,583
747,CUST014,samsung,europe,partner,2024-01-27,2022,584
757,CUST022,iphone,south_america,retail,2022-06-23,2022,569
761,CUST008,xiaomi,europe,retail,2023-04-21,2022,1262
766,CUST028,iphone,europe,online,2021-04-21,2022,1381
775,CUST040,pixel,south_america,partner,2024-07-26,2022,370
776,CUST028,pixel,asia,retail,2021-09-24,2022,1346
794,CUST029,samsung,asia,retail,2021-05-27,2022,1138
795,CUST025,pixel,asia,online,2021-07-24,2022,1401
797,CUST038,xiaomi,asia,online,2021-01-18,2022,446
800,CUST023,pixel,asia,retail,2024-05-28,2022,1342
