order_id,customer_id,product,region,channel,order_date,year,revenue
61,CUST016,samsung,south_america,retail,2021-02-15,2021,1031
62,CUST035,samsung,north_america,partner,2021-01-13,2024,1081
63,CUST028,oneplus,south_america,retail,2024-09-17,2024,994
64,CUST004,samsung,south_america,retail,2021-07-13,2024,584
65,CUST008,iphone,europe,retail,2021-08-24,2023,1250
66,CUST036,iphone,south_america,online,2024-01-16,2022,312
67,CUST003,xiaomi,south_america,online,2021-09-24,2024,1269
68,CUST026,iphone,south_america,partner,2022-05-27,2021,726
69,CUST024,samsung,south_america,partner,2024-04-13,2021,914
70,CUST001,oneplus,asia,retail,2022-06-22,2022,1498
71,CUST047,xiaomi,north_america,retail,2021-02-24,2022,628
72,CUST039,xiaomi,south_america,retail,2024-03-22,2022,1145
73,CUST045,iphone,europe,retail,2022-03-16,2024,933
74,CUST009,oneplus,europe,retail,2021-05-12,2024,1111
75,CUST036,xiaomi,south_america,online,2021-06-13,2021,591
76,CUST004,samsung,asia,partner,2023-03-22,2023,936
77,CUST013,pixel,north_america,retail,2024-02-24,2024,651
78,CUST005,samsung,north_america,retail,2024-04-19,2024,1462
79,CUST041,iphone,north_america,partner,2023-01-13,2022,1446
80,CUST013,iphone,south_america,partner,2021-03-13,2021,1493
81,CUST039,samsung,europe,retail,2021-06-27,2021,1243
82,CUST017,samsung,south_america,partner,2022-02-23,2023,499
83,CUST019,iphone,north_america,online,2023-06-27,2023,1483
84,CUST029,pixel,europe,online,2022-03-20,2021,617
85,CUST004,samsung,south_america,retail,2021-05-26,2023,1133
86,CUST043,iphone,europe,online,2023-08-12,2022,834
87,CUST044,iphone,europe,partner,2023-09-18,2021,1324
88,CUST047,samsung,north_america,partner,2024-05-22,2022,1229
89,CUST020,oneplus,europe,online,2024-03-17,2022,360
90,CUST001,oneplus,asia,online,2021-01-28,2021,1415
91,CUST039,pixel,asia,partner,2021-06-13,2023,843
92,CUST004,samsung,europe,partner,2022-01-23,2022,439
93,CUST005,xiaomi,asia,online,2024-05-16,2021,628
94,CUST034,xiaomi,asia,retail,2021-09-11,2021,1384
95,CUST027,pixel,europe,online,2021-04-11,2022,849
96,CUST018,iphone,south_america,retail,2021-09-12,2022,611
97,CUST039,samsung,south_america,retail,2023-09-17,2021,673
98,CUST009,iphone,north_america,partner,2021-01-10,2024,851
99,CUST016,pixel,north_america,online,2022-03-23,2021,1042
100,CUST013,oneplus,asia,online,2023-07-24,2024,1451
101,CUST004,pixel,asia,online,2021-09-22,2022,519
102,CUST021,pixel,south_america,retail,2023-01-13,2022,1498
103,CUST040,iphone,europe,retail,2024-04-14,2021,1468
104,CUST023,iphone,north_america,partner,2024-07-12,2021,1020
105,CUST042,oneplus,south_america,retail,2021-03-12,2023,625
106,CUST040,xiaomi,south_america,online,2021-05-27,2022,1478
107,CUST029,iphone,south_america,retail,2024-05-14,2024,349
108,CUST010,iphone,asia,retail,2023-05-15,2023,1381
109,CUST012,xiaomi,asia,retail,2021-05-10,2023,881
110,CUST045,xiaomi,europe,retail,2021-01-14,2022,936
111,CUST029,oneplus,north_america,online,2022-04-28,2022,1411
112,CUST015,xiaomi,north_america,partner,2021-08-15,2022,1111
113,CUST024,samsung,asia,partner,2023-03-27,2024,486
114,CUST029,xiaomi,asia,partner,2024-05-20,2021,928
115,CUST016,pixel,asia,partner,2021-06-26,2021,438
116,CUST045,pixel,south_america,retail,2021-01-22,2024,965
117,CUST021,samsung,south_america,retail,2024-01-16,2022,1190
118,CUST004,xiaomi,north_america,online,2022-08-13,2024,796
119,CUST021,pixel,north_america,partner,2023-09-17,2024,1135
120,CUST044,pixel,north_america,retail,2021-04-17,2024,1148
121,CUST045,xiaomi,asia,online,2023-02-22,2023,1159
122,CUST005,pixel,north_america,online,2021-02-12,2023,1413
123,CUST021,xiaomi,north_america,retail,2021-01-24,2024,1434
124,CUST019,iphone,north_america,partner,2023-08-10,2024,1416
125,CUST042,iphone,north_america,partner,2022-07-21,2024,1437
126,CUST014,oneplus,asia,retail,2021-08-17,2024,1257
127,CUST011,pixel,north_america,retail,2024-06-21,2024,982
128,CUST040,xiaomi,north_america,partner,2021-05-19,2024,1301
129,CUST013,iphone,south_america,partner,2022-06-20,2021,1106
130,CUST025,xiaomi,europe,online,2021-06-17,2023,1490
131,CUST023,iphone,asia,partner,2024-05-12,2023,1474
132,CUST026,xiaomi,south_america,retail,2023-02-19,2024,1051
133,CUST003,pixel,north_america,retail,2024-01-22,2024,1417
134,CUST004,pixel,north_america,retail,2023-09-21,2023,771
135,CUST045,iphone,europe,online,2022-02-17,2021,604
136,CUST014,xiaomi,europe,online,2024-06-22,2021,833
137,CUST030,oneplus,north_america,partner,2022-02-23,2023,1127
138,CUST028,iphone,asia,online,2023-08-21,2021,766
139,CUST015,pixel,asia,retail,2023-01-16,2021,1270
140,CUST032,oneplus,south_america,partner,2022-09-10,2021,318
141,CUST016,xiaomi,north_america,retail,2023-07-27,2024,1181
142,CUST047,xiaomi,europe,partner,2021-06-19,2022,647
143,CUST025,iphone,north_america,retail,2022-09-12,2023,415
144,CUST021,xiaomi,south_america,retail,2021-07-28,2022,333
145,CUST041,iphone,europe,retail,2022-01-26,2024,1236
146,CUST038,oneplus,asia,partner,2024-01-24,2024,1013
147,CUST039,pixel,north_america,online,2022-06-12,2021,879
148,CUST016,pixel,north_america,online,2022-02-26,2021,1333
149,CUST003,oneplus,europe,partner,2021-02-26,2024,1006
150,CUST029,pixel,north_america,online,2024-07-17,2024,1437
151,CUST035,iphone,north_america,partner,2023-04-14,2023,440
152,CUST009,iphone,europe,online,2022-07-12,2021,1140
153,CUST005,samsung,south_america,online,2023-09-17,2023,973
154,CUST029,pixel,south_america,retail,2023-05-18,2023,460
155,CUST018,iphone,asia,partner,2023-09-20,2024,375
156,CUST013,iphone,south_america,retail,2022-08-23,2022,718
157,CUST020,samsung,europe,online,2021-03-25,2021,1372
158,CUST029,iphone,europe,retail,2024-03-19,2023,855
159,CUST009,pixel,europe,partner,2022-04-13,2021,752
160,CUST030,pixel,south_america,online,2023-09-12,2024,1172
161,CUST038,pixel,north_america,retail,2021-02-26,2024,547
162,CUST019,pixel,europe,partner,2022-05-22,2024,1099
163,CUST009,pixel,asia,online,2022-04-24,2024,1076
164,CUST026,pixel,asia,online,2022-09-21,2023,617
165,CUST035,xiaomi,europe,online,2022-06-18,2024,563
166,CUST035,xiaomi,north_america,partner,2021-07-16,2024,740
167,CUST038,iphone,south_america,online,2021-05-18,2023,857
168,CUST034,pixel,asia,retail,2024-04-26,2023,482
169,CUST028,pixel,south_america,retail,2024-09-20,2022,923
170,CUST034,samsung,south_america,retail,2022-04-27,2022,361
171,CUST039,oneplus,north_america,online,2024-09-28,2023,718
172,CUST038,oneplus,north_america,online,2024-03-15,2021,975
173,CUST043,iphone,asia,online,2024-01-17,2023,1193
174,CUST044,samsung,north_america,retail,2023-06-18,2024,1341
175,CUST044,pixel,south_america,partner,2021-07-12,2023,602
176,CUST018,samsung,north_america,online,2023-02-12,2021,938
177,CUST008,samsung,south_america,online,2023-05-28,2021,686
178,CUST023,oneplus,europe,online,2021-03-24,2024,361
179,CUST050,xiaomi,north_america,retail,2023-03-11,2022,866
180,CUST046,pixel,europe,online,2023-08-18,2022,484
181,CUST038,xiaomi,europe,partner,2022-03-13,2021,1155
182,CUST041,oneplus,north_america,partner,2023-03-26,2023,1042
183,CUST018,pixel,asia,online,2022-09-22,2021,1473
184,CUST048,samsung,south_america,retail,2021-04-27,2021,556
185,CUST024,xiaomi,south_america,partner,2024-04-14,2022,640
186,CUST015,iphone,south_america,online,2024-09-28,2023,497
187,CUST047,pixel,europe,retail,2021-03-22,2024,341
188,CUST033,pixel,north_america,partner,2022-09-24,2024,516
189,CUST031,xiaomi,south_america,retail,2024-09-26,2021,904
190,CUST010,oneplus,asia,retail,2022-01-11,2024,1042
191,CUST050,pixel,north_america,online,2024-02-13,2023,858
192,CUST041,pixel,europe,partner,2024-08-10,2023,1300
193,CUST024,pixel,europe,partner,2023-03-19,2023,1054
194,CUST016,pixel,north_america,partner,2024-05-23,2023,497
195,CUST044,pixel,south_america,retail,2022-01-13,2021,629
196,CUST031,pixel,north_america,partner,2024-03-19,2023,334
197,CUST050,iphone,asia,retail,2024-03-21,2022,302
198,CUST026,oneplus,south_america,partner,2021-02-15,2024,497
199,CUST019,oneplus,asia,partner,2021-08-10,2021,362
200,CUST029,iphone,europe,online,2022-05-14,2022,806
201,CUST034,iphone,north_america,online,2024-06-14,2021,1330
202,CUST005,oneplus,north_america,partner,2021-01-20,2022,844
203,CUST019,iphone,north_america,retail,2024-04-27,2024,375
204,CUST047,pixel,asia,online,2022-09-18,2022,847
205,CUST040,oneplus,south_america,partner,2021-09-16,2024,1022
206,CUST017,xiaomi,south_america,partner,2022-08-23,2024,871
207,CUST030,samsung,asia,partner,2021-09-18,2022,1186
208,CUST044,samsung,europe,partner,2022-01-25,2022,523
209,CUST024,samsung,asia,retail,2023-05-18,2021,355
210,CUST016,xiaomi,north_america,online,2021-08-16,2021,692
211,CUST012,oneplus,europe,online,2024-06-27,2024,1101
212,CUST025,xiaomi,south_america,retail,2021-04-18,2021,360
213,CUST033,oneplus,north_america,online,2022-07-12,2024,656
214,CUST002,xiaomi,south_america,partner,2021-03-23,2024,1269
215,CUST029,oneplus,europe,partner,2023-08-25,2022,915
216,CUST044,samsung,north_america,retail,2022-05-20,2021,768
217,CUST042,oneplus,south_america,partner,2024-06-20,2024,845
218,CUST019,iphone,south_america,retail,2022-07-17,2024,1037
219,CUST010,iphone,south_america,partner,2022-02-14,2023,914
220,CUST042,pixel,north_america,online,2022-06-13,2021,429
221,CUST005,xiaomi,north_america,partner,2022-03-13,2023,1298
222,CUST012,iphone,asia,retail,2022-01-21,2023,1116
223,CUST010,xiaomi,asia,online,2024-05-17,2021,1336
224,CUST035,iphone,north_america,online,2024-02-27,2024,664
225,CUST044,pixel,south_america,online,2023-04-23,2023,351
226,CUST046,pixel,south_america,partner,2022-03-26,2024,1000
227,CUST004,xiaomi,south_america,partner,2024-01-25,2023,914
228,CUST037,pixel,south_america,online,2021-02-11,2024,1402
229,CUST025,oneplus,south_america,online,2023-02-20,2024,895
230,CUST047,oneplus,asia,partner,2022-07-22,2022,785
231,CUST008,xiaomi,europe,partner,2023-01-14,2022,808
232,CUST050,iphone,asia,partner,2021-08-17,2021,636
233,CUST048,samsung,asia,retail,2021-02-24,2022,1202
234,CUST010,xiaomi,north_america,online,2022-08-12,2024,390
235,CUST044,oneplus,south_america,partner,2022-02-27,2022,1338
236,CUST012,iphone,asia,partner,2024-08-27,2021,729
237,CUST020,pixel,north_america,retail,2021-04-17,2021,727
238,CUST029,oneplus,south_america,retail,2021-09-23,2022,628
239,CUST012,oneplus,north_america,partner,2023-01-24,2024,457
240,CUST017,iphone,asia,partner,2023-08-21,2022,1013
241,CUST004,iphone,north_america,partner,2021-01-13,2022,748
242,CUST038,pixel,south_america,online,2023-03-25,2024,778
243,CUST036,oneplus,south_america,partner,2024-09-11,2021,613
244,CUST038,oneplus,south_america,partner,2023-09-11,2024,462
245,CUST006,oneplus,asia,online,2024-01-14,2021,1352
246,CUST027,samsung,europe,retail,2021-07-18,2024,714
247,CUST025,iphone,asia,online,2024-03-15,2022,459
248,CUST030,samsung,europe,partner,2022-06-14,2024,658
249,CUST044,xiaomi,south_america,online,2021-05-14,2022,497
250,CUST028,iphone,europe,retail,2023-08-14,2021,1360
251,CUST016,oneplus,south_america,online,2022-09-19,2021,726
252,CUST042,pixel,north_america,partner,2023-01-24,2024,1145
253,CUST049,xiaomi,south_america,retail,2024-04-19,2023,773
254,CUST003,samsung,north_america,partner,2022-04-18,2024,1006
255,CUST029,iphone,europe,online,2023-06-28,2024,799
256,CUST047,pixel,europe,retail,2022-08-15,2024,822
257,CUST044,xiaomi,europe,partner,2024-03-19,2022,674
258,CUST002,samsung,south_america,partner,2022-03-15,2023,649
259,CUST025,samsung,north_america,retail,2021-07-24,2022,1326
260,CUST044,xiaomi,north_america,retail,2022-02-23,2023,895
261,CUST030,samsung,asia,online,2022-07-17,2023,783
262,CUST024,samsung,north_america,online,2023-05-10,2023,567
263,CUST021,pixel,north_america,partner,2022-08-21,2021,902
264,CUST032,pixel,north_america,online,2023-09-26,2024,975
265,CUST031,iphone,south_america,retail,2024-04-16,2023,1444
266,CUST037,iphone,south_america,online,2024-07-26,2023,705
267,CUST021,oneplus,north_america,retail,2021-06-24,2021,1456
268,CUST041,xiaomi,north_america,online,2023-04-18,2023,825
269,CUST012,samsung,south_america,retail,2023-01-17,2022,471
270,CUST027,pixel,north_america,online,2024-05-23,2023,429
271,CUST012,xiaomi,asia,partner,2021-01-22,2021,426
272,CUST009,pixel,south_america,online,2024-05-21,2023,476
273,CUST019,pixel,south_america,retail,2024-08-23,2021,382
274,CUST043,oneplus,asia,partner,2022-07-13,2024,1115
275,CUST034,xiaomi,north_america,retail,2021-08-23,2022,977
276,CUST041,xiaomi,north_america,retail,2024-05-20,2023,797
277,CUST025,iphone,europe,online,2022-03-28,2023,876
278,CUST011,iphone,asia,retail,2022-02-27,2024,657
279,CUST037,xiaomi,south_america,partner,2021-04-15,2022,1479
280,CUST040,oneplus,north_america,online,2022-09-19,2023,658
281,CUST038,samsung,south_america,partner,2022-07-21,2024,856
282,CUST028,samsung,asia,partner,2023-01-20,2024,1105
283,CUST037,samsung,north_america,retail,2023-02-18,2021,870
284,CUST011,xiaomi,north_america,partner,2024-08-16,2023,829
285,CUST038,oneplus,north_america,retail,2022-02-25,2021,1461
286,CUST019,iphone,north_america,retail,2022-09-15,2021,1261
287,CUST033,oneplus,asia,retail,2024-06-21,2024,1413
288,CUST008,oneplus,north_america,retail,2023-01-14,2022,664
289,CUST033,oneplus,asia,online,2022-06-14,2023,703
290,CUST017,samsung,asia,online,2022-02-16,2021,731
291,CUST028,pixel,asia,partner,2024-02-25,2023,845
292,CUST046,oneplus,north_america,partner,2022-08-16,2022,480
293,CUST050,iphone,europe,partner,2022-01-25,2022,579
294,CUST034,iphone,north_america,retail,2021-01-22,2022,436
295,CUST006,iphone,asia,online,2023-06-12,2021,1492
296,CUST005,iphone,south_america,retail,2022-04-18,2022,1134
297,CUST024,iphone,north_america,retail,2024-05-16,2022,591
298,CUST015,samsung,asia,partner,2022-06-27,2024,776
299,CUST040,iphone,asia,online,2024-01-19,2022,414
300,CUST020,oneplus,asia,retail,2024-01-18,2023,972
301,CUST031,xiaomi,asia,retail,2022-07-19,2023,1365
302,CUST030,oneplus,south_america,online,2024-05-28,2021,1301
303,CUST006,samsung,south_america,online,2021-01-14,2021,1087
304,CUST026,iphone,north_america,online,2022-02-23,2023,1340
305,CUST034,oneplus,asia,retail,2021-05-17,2024,306
306,CUST045,xiaomi,south_america,partner,2022-05-16,2022,948
307,CUST014,iphone,europe,online,2022-03-20,2024,696
308,CUST033,iphone,asia,retail,2021-02-28,2023,1489
309,CUST003,oneplus,europe,retail,2021-02-10,2022,626
310,CUST005,oneplus,south_america,partner,2021-04-21,2021,1185
311,CUST045,oneplus,europe,partner,2023-01-19,2022,1354
312,CUST003,oneplus,north_america,partner,2022-07-20,2021,545
313,CUST004,pixel,north_america,partner,2024-05-10,2022,425
314,CUST024,xiaomi,asia,online,2023-05-21,2023,1344
315,CUST006,pixel,europe,partner,2022-06-27,2021,1071
316,CUST008,samsung,europe,partner,2024-06-12,2021,573
317,CUST027,oneplus,europe,retail,2022-09-10,2021,783
318,CUST017,pixel,asia,online,2024-09-13,2021,1357
319,CUST032,xiaomi,south_america,retail,2023-01-26,2021,802
320,CUST048,pixel,asia,retail,2024-01-21,2024,1144
321,CUST021,oneplus,asia,partner,2023-02-12,2021,631
322,CUST017,samsung,asia,partner,2024-06-21,2023,1452
323,CUST028,iphone,north_america,online,2024-05-18,2024,1265
324,CUST004,iphone,asia,online,2022-05-15,2024,1219
325,CUST031,oneplus,north_america,online,2021-03-10,2023,740
326,CUST012,xiaomi,europe,retail,2022-06-27,2023,380
327,CUST046,oneplus,europe,retail,2021-01-23,2021,1275
328,CUST044,xiaomi,north_america,retail,2021-06-27,2022,1000
329,CUST031,iphone,europe,retail,2024-09-17,2024,741
330,CUST003,iphone,south_america,retail,2022-05-22,2021,320
331,CUST033,samsung,europe,online,2022-02-27,2024,487
332,CUST045,pixel,asia,retail,2021-06-19,2023,1356
333,CUST034,samsung,south_america,partner,2023-07-25,2024,930
334,CUST038,iphone,asia,partner,2024-02-22,2023,713
335,CUST032,pixel,south_america,retail,2024-07-17,2022,432
336,CUST045,pixel,south_america,retail,2024-03-15,2021,309
337,CUST044,oneplus,asia,online,2024-05-14,2021,805
338,CUST028,xiaomi,north_america,online,2021-03-10,2022,602
339,CUST004,iphone,north_america,retail,2021-01-17,2022,1416
340,CUST049,iphone,north_america,retail,2024-06-28,2024,812
341,CUST033,pixel,north_america,retail,2022-05-23,2024,1062
342,CUST025,samsung,north_america,retail,2024-02-28,2023,507
343,CUST044,oneplus,south_america,online,2021-01-27,2021,873
344,CUST011,xiaomi,north_america,partner,2023-04-25,2022,1335
345,CUST044,iphone,south_america,online,2023-09-16,2022,551
346,CUST037,samsung,north_america,online,2022-03-26,2022,1117
347,CUST029,xiaomi,asia,online,2022-08-28,2024,507
348,CUST019,samsung,europe,retail,2021-07-28,2024,1061
349,CUST048,samsung,europe,partner,2022-08-16,2022,945
350,CUST010,xiaomi,europe,online,2023-03-23,2022,982
351,CUST048,xiaomi,south_america,retail,2021-01-15,2021,773
352,CUST028,samsung,asia,retail,2022-06-20,2022,771
353,CUST049,pixel,asia,online,2024-07-20,2021,1123
354,CUST018,iphone,south_america,retail,2021-05-13,2022,731
355,CUST036,oneplus,europe,partner,2024-03-24,2024,1313
356,CUST044,xiaomi,south_america,retail,2024-05-27,2022,879
357,CUST031,iphone,north_america,partner,2024-03-11,2022,1472
358,CUST048,xiaomi,europe,retail,2023-06-17,2022,1299
359,CUST024,oneplus,south_america,partner,2024-05-13,2023,1463
360,CUST045,oneplus,asia,retail,2024-04-12,2022,700
361,CUST030,pixel,north_america,retail,2022-06-16,2023,630
362,CUST046,iphone,south_america,online,2021-08-13,2021,1385
363,CUST009,pixel,europe,retail,2021-04-24,2023,635
364,CUST039,samsung,south_america,retail,2022-08-11,2024,1192
365,CUST036,samsung,europe,partner,2022-05-18,2021,1351
366,CUST014,samsung,asia,partner,2024-01-18,2021,762
367,CUST001,xiaomi,north_america,online,2023-08-17,2021,320
368,CUST050,xiaomi,asia,retail,2023-05-22,2022,474
369,CUST018,xiaomi,north_america,retail,2021-07-10,2022,1233
370,CUST044,samsung,europe,partner,2021-09-11,2023,324
371,CUST012,pixel,north_america,partner,2023-07-24,2024,1483
372,CUST016,iphone,asia,online,2023-01-26,2024,517
373,CUST009,pixel,europe,online,2023-04-13,2024,1407
374,CUST007,samsung,north_america,partner,2024-07-16,2023,592
375,CUST017,pixel,north_america,partner,2024-02-23,2024,551
376,CUST020,samsung,south_america,online,2021-09-24,2023,1213
377,CUST026,xiaomi,south_america,partner,2024-03-22,2021,388
378,CUST019,oneplus,north_america,partner,2024-02-19,2024,789
379,CUST007,samsung,south_america,retail,2024-03-15,2022,874
380,CUST027,iphone,asia,partner,2022-02-17,2023,567
381,CUST025,xiaomi,europe,online,2024-08-17,2022,1147
382,CUST026,oneplus,asia,retail,2024-06-27,2022,762
383,CUST016,pixel,north_america,retail,2022-04-27,2021,1424
384,CUST040,pixel,north_america,online,2022-04-21,2024,1142
385,CUST026,samsung,asia,online,2024-05-23,2024,1440
386,CUST021,pixel,north_america,partner,2021-01-28,2024,1016
387,CUST044,xiaomi,north_america,retail,2022-01-27,2023,785
388,CUST003,pixel,south_america,partner,2023-06-24,2022,867
389,CUST041,pixel,europe,online,2024-08-25,2022,586
390,CUST005,iphone,europe,retail,2021-05-15,2021,1247
391,CUST014,xiaomi,north_america,retail,2021-03-11,2024,1023
392,CUST032,iphone,south_america,partner,2022-05-16,2021,946
393,CUST047,iphone,europe,partner,2022-05-15,2024,1168
394,CUST048,iphone,south_america,partner,2022-02-28,2023,725
395,CUST029,iphone,south_america,online,2023-03-22,2022,728
396,CUST028,iphone,north_america,partner,2022-01-17,2022,1300
397,CUST046,pixel,europe,partner,2024-02-28,2022,1110
398,CUST028,oneplus,europe,online,2022-07-14,2021,412
399,CUST014,iphone,europe,partner,2023-04-25,2021,412
400,CUST050,xiaomi,europe,retail,2021-08-16,2021,446
401,CUST027,oneplus,europe,retail,2023-04-18,2024,762
402,CUST034,samsung,north_america,partner,2021-09-21,2024,916
403,CUST010,samsung,south_america,online,2023-06-18,2023,385
404,CUST014,samsung,asia,retail,2021-06-17,2024,1085
405,CUST037,samsung,south_america,partner,2022-03-23,2023,1357
406,CUST010,oneplus,asia,retail,2021-02-18,2023,1080
407,CUST041,samsung,europe,online,2022-01-13,2021,1096
408,CUST004,iphone,north_america,online,2023-02-13,2024,1143
409,CUST019,samsung,north_america,retail,2023-06-10,2023,883
410,CUST007,xiaomi,north_america,partner,2022-07-20,2021,515
411,CUST010,oneplus,north_america,partner,2021-02-26,2024,1119
412,CUST016,xiaomi,asia,retail,2023-08-17,2021,589
413,CUST007,xiaomi,asia,retail,2023-08-24,2023,480
414,CUST012,iphone,north_america,retail,2023-03-14,2022,484
415,CUST032,oneplus,asia,retail,2022-09-18,2021,695
416,CUST035,samsung,north_america,online,2024-03-10,2021,1396
417,CUST037,samsung,europe,partner,2021-03-13,2023,1445
418,CUST006,iphone,asia,partner,2024-05-18,2023,953
419,CUST020,samsung,europe,online,2024-04-25,2021,1464
420,CUST036,xiaomi,north_america,online,2023-02-26,2024,1241
421,CUST017,pixel,europe,online,2022-07-25,2024,710
422,CUST049,oneplus,south_america,partner,2023-03-20,2024,756
423,CUST020,samsung,north_america,retail,2024-07-18,2023,333
424,CUST021,samsung,south_america,partner,2023-05-16,2021,1016
425,CUST039,oneplus,north_america,retail,2023-08-26,2021,957
426,CUST045,pixel,asia,online,2024-01-23,2023,843
427,CUST042,xiaomi,north_america,online,2024-06-16,2021,316
428,CUST029,iphone,asia,partner,2024-04-15,2023,1042
429,CUST039,samsung,south_america,partner,2023-05-22,2022,348
430,CUST005,iphone,south_america,online,2023-03-28,2023,544
431,CUST019,iphone,asia,partner,2024-07-19,2021,1419
432,CUST044,samsung,europe,partner,2024-05-19,2024,488
433,CUST041,xiaomi,south_america,partner,2022-09-24,2022,1128
434,CUST050,samsung,europe,online,2024-01-16,2021,660
435,CUST042,xiaomi,south_america,online,2023-09-24,2022,907
436,CUST002,xiaomi,europe,online,2021-07-20,2024,440
437,CUST033,samsung,north_america,online,2024-07-19,2023,337
438,CUST020,xiaomi,asia,retail,2021-02-20,2022,873
439,CUST005,oneplus,south_america,online,2024-01-11,2023,1158
440,CUST027,samsung,asia,online,2021-07-15,2021,929
441,CUST038,oneplus,europe,partner,2024-09-11,2021,371
442,CUST030,iphone,europe,partner,2021-05-16,2022,1332
443,CUST050,xiaomi,asia,partner,2021-01-21,2021,488
444,CUST002,oneplus,south_america,partner,2023-06-21,2022,1285
445,CUST012,samsung,europe,online,2024-05-26,2022,977
446,CUST042,samsung,south_america,online,2024-06-24,2022,912
447,CUST037,iphone,asia,retail,2021-07-25,2023,459
448,CUST049,samsung,north_america,online,2023-05-25,2022,1329
449,CUST007,samsung,north_america,online,2023-08-11,2021,611
450,CUST034,xiaomi,asia,retail,2022-02-23,2021,789
451,CUST031,samsung,north_america,online,2021-01-10,2022,538
452,CUST040,samsung,north_america,partner,2021-06-12,2021,424
453,CUST003,samsung,south_america,retail,2023-03-10,2022,1261
454,CUST017,iphone,asia,online,2022-01-28,2023,1310
455,CUST030,pixel,south_america,retail,2021-02-11,2024,1254
456,CUST019,pixel,europe,partner,2024-07-18,2023,692
457,CUST030,pixel,europe,partner,2022-03-16,2023,1027
458,CUST003,oneplus,south_america,online,2023-02-15,2024,449
459,CUST027,samsung,asia,partner,2023-04-16,2021,591
460,CUST045,pixel,asia,retail,2022-01-27,2022,1088
461,CUST016,samsung,north_america,partner,2023-09-23,2022,963
